1.00000 , 3.00000
1.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 3.05000
1.00000 , 3.50000
1.00000 , 3.50000
0.00000 , 3.30000
1.00000 , 3.05000
1.00000 , 
0.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 2.55000
1.00000 , 3.00000
1.00000 , 3.35000
0.00000 , 2.90000
1.00000 , 3.50000
1.00000 , 3.40000
0.00000 , 2.55000
0.00000 , 2.55000
1.00000 , 3.50000
0.00000 , 3.50000
0.00000 , 3.50000
0.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 3.10000
0.00000 , 3.15000
1.00000 , 3.50000
1.00000 , 3.00000
1.00000 , 2.55000
1.00000 , 
1.00000 , 3.50000
0.00000 , 3.50000
1.00000 , 2.80000
1.00000 , 3.50000
1.00000 , 2.85000
1.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 2.60000
1.00000 , 
1.00000 , 
1.00000 , 3.50000
1.00000 , 3.05000
1.00000 , 3.20000
1.00000 , 2.70000
0.00000 , 3.50000
0.56767 , 3.35000
1.00000 , 3.50000
