1.00000 , 3.15000
1.00000 , 3.20000
1.00000 , 3.50000
0.00000 , 3.50000
0.00000 , 3.50000
0.00000 , 3.50000
0.00000 , 2.80000
1.00000 , 2.95000
0.00000 , 
1.00000 , 2.80000
1.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 3.25000
0.00000 , 
1.00000 , 3.50000
1.00000 , 3.40000
0.00000 , 2.90000
1.00000 , 3.35000
1.00000 , 2.95000
1.00000 , 1.60000
0.00000 , 2.20000
1.00000 , 3.50000
1.00000 , 3.50000
0.00000 , 3.50000
1.00000 , 2.85000
0.00000 , 2.30000
0.00000 , 3.50000
1.00000 , 2.90000
0.00000 , 
0.00000 , 2.65000
1.00000 , 3.50000
1.00000 , 3.25000
1.00000 , 
0.00000 , 3.35000
1.00000 , 3.50000
1.00000 , 2.30000
0.00000 , 2.90000
1.00000 , 3.00000
0.00000 , 2.40000
0.23207 , 
1.00000 , 
1.00000 , 3.20000
0.00000 , 2.85000
1.00000 , 3.50000
1.00000 , 2.25000
0.00000 , 
0.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 2.90000
0.00000 , 3.45000
