1.00000 , 2.95000
1.00000 , 2.55000
1.00000 , 3.50000
1.00000 , 2.55000
1.00000 , 
1.00000 , 2.60000
1.00000 , 3.35000
1.00000 , 3.50000
1.00000 , 3.15000
1.00000 , 3.50000
1.00000 , 
1.00000 , 3.50000
1.00000 , 3.10000
1.00000 , 3.20000
1.00000 , 3.50000
1.00000 , 3.20000
0.00000 , 3.50000
1.00000 , 3.25000
1.00000 , 2.60000
1.00000 , 3.40000
1.00000 , 
1.00000 , 
0.00000 , 3.50000
1.00000 , 3.50000
0.00000 , 3.15000
1.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 3.15000
0.00000 , 3.50000
1.00000 , 
1.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 2.60000
1.00000 , 3.50000
1.00000 , 3.30000
1.00000 , 3.50000
1.00000 , 2.85000
1.00000 , 3.50000
0.00000 , 3.35000
1.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 3.35000
1.00000 , 
1.00000 , 3.05000
0.79450 , 3.15000
1.00000 , 3.50000
1.00000 , 3.25000
0.00000 , 3.30000
1.00000 , 3.50000
0.00000 , 3.50000
1.00000 , 2.85000
1.00000 , 3.40000
0.00000 , 3.35000
1.00000 , 2.95000
1.00000 , 3.50000
0.00000 , 3.50000
