1.00000 , 2.75000
1.00000 , 3.50000
1.00000 , 
0.00000 , 2.55000
1.00000 , 2.70000
1.00000 , 3.35000
1.00000 , 3.50000
1.00000 , 3.50000
0.00000 , 3.05000
1.00000 , 3.50000
1.00000 , 3.50000
0.00000 , 2.85000
0.00000 , 3.50000
1.00000 , 3.50000
0.00000 , 3.50000
0.00000 , 3.05000
1.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 3.00000
1.00000 , 3.50000
1.00000 , 3.10000
1.00000 , 2.85000
0.00000 , 3.25000
1.00000 , 3.50000
1.00000 , 2.90000
1.00000 , 3.50000
0.00000 , 3.30000
0.00000 , 3.35000
1.00000 , 2.90000
1.00000 , 3.30000
1.00000 , 3.50000
0.33533 , 2.70000
1.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 
0.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 3.00000
1.00000 , 3.05000
1.00000 , 3.05000
1.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 3.05000
1.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 2.80000
1.00000 , 3.25000
0.00000 , 3.50000
0.00000 , 3.50000
0.00000 , 3.50000
0.66827 , 2.55000
0.00000 , 3.50000
0.00000 , 3.25000
1.00000 , 3.50000
0.00000 , 3.05000
