0.00000 , 3.05000
0.00000 , 3.10000
1.00000 , 3.50000
0.00000 , 2.60000
1.00000 , 3.15000
1.00000 , 3.50000
0.00000 , 2.70000
1.00000 , 3.50000
0.00000 , 3.45000
1.00000 , 3.50000
0.00000 , 3.15000
1.00000 , 3.50000
1.00000 , 2.45000
0.00000 , 
0.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 
1.00000 , 3.35000
0.00000 , 2.80000
0.00000 , 3.50000
1.00000 , 2.20000
0.00000 , 3.50000
1.00000 , 3.45000
1.00000 , 3.50000
1.00000 , 3.50000
0.00000 , 2.55000
0.00000 , 3.50000
0.00000 , 2.25000
1.00000 , 2.10000
0.00000 , 2.55000
1.00000 , 1.85000
0.85510 , 
1.00000 , 3.50000
0.00000 , 3.00000
0.00000 , 
1.00000 , 1.95000
0.00000 , 3.50000
1.00000 , 3.50000
0.76580 , 
0.00000 , 2.30000
1.00000 , 
0.00000 , 
0.00000 , 3.50000
1.00000 , 2.15000
1.00000 , 3.50000
0.00000 , 2.25000
1.00000 , 3.50000
0.00000 , 3.10000
0.36133 , 
0.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 2.85000
1.00000 , 3.20000
0.00000 , 1.90000
1.00000 , 2.65000
1.00000 , 2.15000
0.00000 , 3.50000
0.00000 , 3.50000
