0.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 3.30000
1.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 2.55000
1.00000 , 2.95000
1.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 
1.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 3.45000
1.00000 , 3.00000
1.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 3.20000
1.00000 , 2.95000
1.00000 , 3.45000
1.00000 , 3.40000
1.00000 , 
1.00000 , 3.50000
1.00000 , 2.85000
1.00000 , 3.50000
1.00000 , 3.05000
1.00000 , 3.10000
1.00000 , 3.35000
1.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 
1.00000 , 3.50000
0.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 2.65000
0.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 3.40000
1.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 3.50000
1.00000 , 3.50000
